step,epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1
82,1,0.4059285819530487,,,,
83,1,0.5012457370758057,,,,
84,1,0.4990924596786499,,,,
85,1,0.6499905586242676,,,,
86,1,0.4511308968067169,,,,
87,1,0.4458562433719635,,,,
88,1,0.44890621304512024,,,,
89,1,0.47434669733047485,,,,
90,1,0.3897244334220886,,,,
91,1,0.4263416528701782,,,,
92,1,0.4898337721824646,,,,
93,1,0.44099652767181396,,,,
94,1,0.5241968035697937,,,,
95,1,0.47316116094589233,,,,
96,1,0.5317764282226562,,,,
97,1,0.3614324927330017,,,,
98,1,0.42782217264175415,,,,
99,1,0.5139040350914001,,,,
100,1,0.37797823548316956,0.7860824742268041,1.0,0.25225225225225223,0.40287769784172656
101,1,0.47625529766082764,,,,
102,1,0.45101720094680786,,,,
103,1,0.34250307083129883,,,,
104,1,0.3710145056247711,,,,
105,1,0.42059874534606934,,,,
106,1,0.43003374338150024,,,,
107,1,0.45269590616226196,,,,
108,1,0.4556196928024292,,,,
109,2,0.404732346534729,,,,
110,2,0.320157527923584,,,,
111,2,0.4841570556163788,,,,
112,2,0.41475656628608704,,,,
113,2,0.37347152829170227,,,,
114,2,0.3773300051689148,,,,
115,2,0.40896740555763245,,,,
116,2,0.3352252244949341,,,,
117,2,0.2898600399494171,,,,
118,2,0.3185077905654907,,,,
119,2,0.42566215991973877,,,,
120,2,0.28528088331222534,,,,
121,2,0.3367694020271301,,,,
122,2,0.31137824058532715,,,,
123,2,0.31788724660873413,,,,
124,2,0.24388879537582397,,,,
125,2,0.38430166244506836,,,,
126,2,0.3670915365219116,,,,
127,2,0.3027886748313904,,,,
128,2,0.33008748292922974,,,,
129,2,0.24758648872375488,,,,
130,2,0.3173990249633789,,,,
131,2,0.2880050539970398,,,,
132,2,0.2424180656671524,,,,
133,2,0.2623530924320221,,,,
134,2,0.34147393703460693,,,,
135,2,0.3085339069366455,,,,
136,2,0.41375112533569336,,,,
137,2,0.25819990038871765,,,,
138,2,0.3258347511291504,,,,
139,2,0.35474395751953125,,,,
140,2,0.30141937732696533,,,,
141,2,0.2488107979297638,,,,
142,2,0.2697492241859436,,,,
143,2,0.3047064542770386,,,,
144,2,0.25513678789138794,,,,
145,2,0.285733163356781,,,,
146,2,0.4351627230644226,,,,
147,2,0.2240709364414215,,,,
148,2,0.27093979716300964,,,,
149,2,0.24801306426525116,,,,
150,2,0.1796168088912964,0.8788659793814433,0.9444444444444444,0.6126126126126126,0.7431693989071038
151,2,0.24250437319278717,,,,
152,2,0.22479310631752014,,,,
153,2,0.26691916584968567,,,,
154,2,0.22655919194221497,,,,
155,2,0.16292400658130646,,,,
156,2,0.21397829055786133,,,,
157,2,0.17128658294677734,,,,
158,2,0.22538045048713684,,,,
159,2,0.2682182788848877,,,,
160,2,0.2289496213197708,,,,
161,2,0.31294840574264526,,,,
162,2,0.2215472012758255,,,,
163,2,0.24822819232940674,,,,
164,2,0.23538412153720856,,,,
165,2,0.21900995075702667,,,,
166,2,0.1407327950000763,,,,
167,2,0.24612769484519958,,,,
168,2,0.2800453305244446,,,,
169,2,0.2112417221069336,,,,
170,2,0.16142547130584717,,,,
171,2,0.3199118375778198,,,,
172,2,0.20509038865566254,,,,
173,2,0.16090786457061768,,,,
174,2,0.21109285950660706,,,,
175,2,0.25290197134017944,,,,
176,2,0.23732304573059082,,,,
177,2,0.17964845895767212,,,,
178,2,0.15070295333862305,,,,
179,2,0.15508288145065308,,,,
180,2,0.29624393582344055,,,,
181,2,0.2678413391113281,,,,
182,2,0.2349037081003189,,,,
183,2,0.2228243201971054,,,,
184,2,0.17920076847076416,,,,
185,2,0.1187099814414978,,,,
186,2,0.2207493782043457,,,,
187,2,0.14052170515060425,,,,
188,2,0.17944185435771942,,,,
189,2,0.20294512808322906,,,,
190,2,0.18148791790008545,,,,
191,2,0.16448847949504852,,,,
192,2,0.1799006164073944,,,,
193,2,0.20535588264465332,,,,
194,2,0.24534866213798523,,,,
195,2,0.13431322574615479,,,,
196,2,0.13200989365577698,,,,
197,2,0.16271492838859558,,,,
198,2,0.22799143195152283,,,,
199,2,0.22845229506492615,,,,
200,2,0.18051579594612122,0.9226804123711341,0.9764705882352941,0.7477477477477478,0.8469387755102041
201,2,0.17454472184181213,,,,
202,2,0.12863269448280334,,,,
203,2,0.16544198989868164,,,,
204,2,0.19300416111946106,,,,
205,2,0.1932297796010971,,,,
206,2,0.13144341111183167,,,,
207,2,0.11928980052471161,,,,
208,2,0.13236704468727112,,,,
209,2,0.2077377885580063,,,,
210,2,0.26324591040611267,,,,
211,2,0.12704899907112122,,,,
212,2,0.1353664994239807,,,,
213,2,0.12017841637134552,,,,
214,2,0.1905154585838318,,,,
215,2,0.20306822657585144,,,,
216,2,0.11009044945240021,,,,
217,2,0.14553305506706238,,,,
218,3,0.10029193758964539,,,,
219,3,0.09922431409358978,,,,
220,3,0.0924331545829773,,,,
221,3,0.10024456679821014,,,,
222,3,0.1095123365521431,,,,
223,3,0.06385074555873871,,,,
224,3,0.13435553014278412,,,,
225,3,0.09150366485118866,,,,
226,3,0.13058045506477356,,,,
227,3,0.10185306519269943,,,,
228,3,0.07075335085391998,,,,
229,3,0.17872488498687744,,,,
230,3,0.11461244523525238,,,,
231,3,0.08532338589429855,,,,
232,3,0.07408632338047028,,,,
233,3,0.09528355300426483,,,,
234,3,0.08238688111305237,,,,
235,3,0.09722460806369781,,,,
236,3,0.06910315155982971,,,,
237,3,0.11885486543178558,,,,
238,3,0.11467209458351135,,,,
239,3,0.07230885326862335,,,,
240,3,0.08612850308418274,,,,
241,3,0.08013160526752472,,,,
242,3,0.09218010306358337,,,,
243,3,0.08133797347545624,,,,
244,3,0.062456708401441574,,,,
245,3,0.061743706464767456,,,,
246,3,0.06098107993602753,,,,
247,3,0.07335111498832703,,,,
248,3,0.08435828983783722,,,,
249,3,0.08995188772678375,,,,
250,3,0.05643339082598686,0.9304123711340206,0.9883720930232558,0.7657657657657657,0.8629441624365481
251,3,0.07597726583480835,,,,
252,3,0.11711282283067703,,,,
253,3,0.07050874084234238,,,,
254,3,0.053874421864748,,,,
255,3,0.059526510536670685,,,,
256,3,0.05250890180468559,,,,
257,3,0.06418994069099426,,,,
258,3,0.06141464412212372,,,,
259,3,0.059485532343387604,,,,
260,3,0.06907747685909271,,,,
261,3,0.0648747980594635,,,,
262,3,0.060000743716955185,,,,
263,3,0.03811079263687134,,,,
264,3,0.05807306617498398,,,,
265,3,0.10043047368526459,,,,
266,3,0.04581410065293312,,,,
267,3,0.0632413849234581,,,,
268,3,0.0971117615699768,,,,
269,3,0.0521157830953598,,,,
270,3,0.0680634006857872,,,,
271,3,0.042701661586761475,,,,
272,3,0.05800134688615799,,,,
273,3,0.09436772763729095,,,,
274,3,0.028643842786550522,,,,
275,3,0.05291064456105232,,,,
276,3,0.1121034026145935,,,,
277,3,0.11103544384241104,,,,
278,3,0.09738403558731079,,,,
279,3,0.046913109719753265,,,,
280,3,0.048638828098773956,,,,
281,3,0.09726265072822571,,,,
282,3,0.04681673273444176,,,,
283,3,0.06649299710988998,,,,
284,3,0.04757741093635559,,,,
285,3,0.055486563593149185,,,,
286,3,0.04480769485235214,,,,
287,3,0.0863637924194336,,,,
288,3,0.07420292496681213,,,,
289,3,0.06301258504390717,,,,
290,3,0.04559013992547989,,,,
291,3,0.08905161172151566,,,,
292,3,0.06464102864265442,,,,
293,3,0.08777444809675217,,,,
294,3,0.05070538818836212,,,,
295,3,0.05928069353103638,,,,
296,3,0.10913915187120438,,,,
297,3,0.06526043266057968,,,,
298,3,0.05867815390229225,,,,
299,3,0.04988466948270798,,,,
300,3,0.04303430765867233,0.9432989690721649,0.989010989010989,0.8108108108108109,0.891089108910891
301,3,0.05611133575439453,,,,
302,3,0.03461537882685661,,,,
303,3,0.08444816619157791,,,,
304,3,0.05884255841374397,,,,
305,3,0.03421939164400101,,,,
306,3,0.031757961958646774,,,,
307,3,0.08191872388124466,,,,
308,3,0.0388849675655365,,,,
309,3,0.0634320005774498,,,,
310,3,0.0193176232278347,,,,
311,3,0.026478365063667297,,,,
312,3,0.03177567571401596,,,,
313,3,0.0588083453476429,,,,
314,3,0.030785387381911278,,,,
315,3,0.09584421664476395,,,,
316,3,0.03997843712568283,,,,
317,3,0.09866859018802643,,,,
318,3,0.1093328595161438,,,,
319,3,0.0389043390750885,,,,
320,3,0.06282299757003784,,,,
321,3,0.06816807389259338,,,,
322,3,0.03993433341383934,,,,
323,3,0.051547303795814514,,,,
324,3,0.04628515988588333,,,,
325,3,0.05499429255723953,,,,
326,3,0.04263730347156525,,,,
327,4,0.02720540389418602,,,,
328,4,0.030536243692040443,,,,
329,4,0.02262858673930168,,,,
330,4,0.02668052725493908,,,,
331,4,0.044468820095062256,,,,
332,4,0.046786583960056305,,,,
333,4,0.02549516037106514,,,,
334,4,0.0312366783618927,,,,
335,4,0.0302873607724905,,,,
336,4,0.02242227829992771,,,,
337,4,0.036317821592092514,,,,
338,4,0.029129909351468086,,,,
339,4,0.01779073104262352,,,,
340,4,0.020023243501782417,,,,
341,4,0.01793830841779709,,,,
342,4,0.02299116551876068,,,,
343,4,0.0310184545814991,,,,
344,4,0.0198063962161541,,,,
345,4,0.020028667524456978,,,,
346,4,0.027471069246530533,,,,
347,4,0.017812293022871017,,,,
348,4,0.020708948373794556,,,,
349,4,0.035130128264427185,,,,
350,4,0.03457106649875641,0.9510309278350515,0.9893617021276596,0.8378378378378378,0.9073170731707317
351,4,0.02867761440575123,,,,
352,4,0.019111227244138718,,,,
353,4,0.027673210948705673,,,,
354,4,0.029064778238534927,,,,
355,4,0.030255243182182312,,,,
356,4,0.025223832577466965,,,,
357,4,0.0217539481818676,,,,
358,4,0.026900410652160645,,,,
359,4,0.03570857271552086,,,,
360,4,0.02581193298101425,,,,
361,4,0.03218359500169754,,,,
362,4,0.030473150312900543,,,,
363,4,0.03208872675895691,,,,
364,4,0.023693079128861427,,,,
365,4,0.026695340871810913,,,,
366,4,0.035084743052721024,,,,
367,4,0.02071797102689743,,,,
368,4,0.021581336855888367,,,,
369,4,0.019889140501618385,,,,
370,4,0.02373422309756279,,,,
371,4,0.026961002498865128,,,,
372,4,0.026494331657886505,,,,
373,4,0.0283370241522789,,,,
374,4,0.024820946156978607,,,,
375,4,0.03780015930533409,,,,
376,4,0.016775870695710182,,,,
377,4,0.010393355041742325,,,,
378,4,0.02136976458132267,,,,
379,4,0.02243555523455143,,,,
380,4,0.019905224442481995,,,,
381,4,0.03108850121498108,,,,
382,4,0.01713593676686287,,,,
383,4,0.01627718284726143,,,,
384,4,0.025156714022159576,,,,
385,4,0.024131594225764275,,,,
386,4,0.016988225281238556,,,,
387,4,0.019874729216098785,,,,
388,4,0.02168222889304161,,,,
389,4,0.018489286303520203,,,,
390,4,0.026529274880886078,,,,
391,4,0.015542080625891685,,,,
392,4,0.027394233271479607,,,,
393,4,0.024140844121575356,,,,
394,4,0.02776104025542736,,,,
395,4,0.02138879895210266,,,,
396,4,0.02176249399781227,,,,
397,4,0.016257766634225845,,,,
398,4,0.019194934517145157,,,,
399,4,0.030832884833216667,,,,
400,4,0.031700845807790756,0.9510309278350515,0.9893617021276596,0.8378378378378378,0.9073170731707317
401,4,0.016054989770054817,,,,
402,4,0.044310279190540314,,,,
403,4,0.02288205549120903,,,,
404,4,0.01472493913024664,,,,
405,4,0.023164916783571243,,,,
406,4,0.013156551867723465,,,,
407,4,0.016030551865696907,,,,
408,4,0.008882555179297924,,,,
409,4,0.015384577214717865,,,,
410,4,0.017027221620082855,,,,
411,4,0.031556636095047,,,,
412,4,0.027654003351926804,,,,
413,4,0.01188101340085268,,,,
414,4,0.018776029348373413,,,,
415,4,0.020748265087604523,,,,
416,4,0.020069055259227753,,,,
417,4,0.007210006006062031,,,,
418,4,0.021999642252922058,,,,
419,4,0.02359708584845066,,,,
420,4,0.028476405888795853,,,,
421,4,0.01462545245885849,,,,
422,4,0.024570073932409286,,,,
423,4,0.013411692343652248,,,,
424,4,0.01676134392619133,,,,
425,4,0.024143103510141373,,,,
426,4,0.024481117725372314,,,,
427,4,0.020096760243177414,,,,
428,4,0.012943953275680542,,,,
429,4,0.032512128353118896,,,,
430,4,0.01911901868879795,,,,
431,4,0.01602412760257721,,,,
432,4,0.02360357902944088,,,,
433,4,0.01587769389152527,,,,
434,4,0.03270695358514786,,,,
435,4,0.01686788722872734,,,,
436,5,0.00923333689570427,,,,
437,5,0.013456890359520912,,,,
438,5,0.011020857840776443,,,,
439,5,0.013336539268493652,,,,
440,5,0.016864445060491562,,,,
441,5,0.007948867976665497,,,,
442,5,0.006636030040681362,,,,
443,5,0.011433914303779602,,,,
444,5,0.011358754709362984,,,,
445,5,0.006809578277170658,,,,
446,5,0.01243811659514904,,,,
447,5,0.012987045571208,,,,
448,5,0.013117009773850441,,,,
449,5,0.010270430706441402,,,,
450,5,0.010550495237112045,0.9561855670103093,0.9895833333333334,0.8558558558558559,0.9178743961352658
451,5,0.016842909157276154,,,,
452,5,0.005498339422047138,,,,
453,5,0.006062226369976997,,,,
454,5,0.011573830619454384,,,,
455,5,0.014004676602780819,,,,
456,5,0.011612415313720703,,,,
457,5,0.010900449007749557,,,,
458,5,0.0103938989341259,,,,
459,5,0.0063535901717841625,,,,
460,5,0.008782384917140007,,,,
461,5,0.016759494319558144,,,,
462,5,0.013939915224909782,,,,
463,5,0.010751347057521343,,,,
464,5,0.008951862342655659,,,,
465,5,0.011476622894406319,,,,
466,5,0.011156660504639149,,,,
467,5,0.006124507635831833,,,,
468,5,0.009843120351433754,,,,
469,5,0.011753827333450317,,,,
470,5,0.006766594015061855,,,,
471,5,0.007483549416065216,,,,
472,5,0.008832424879074097,,,,
473,5,0.0074490453116595745,,,,
474,5,0.013344713486731052,,,,
475,5,0.010894814506173134,,,,
476,5,0.008601726032793522,,,,
477,5,0.011646408587694168,,,,
478,5,0.006816128268837929,,,,
479,5,0.01579418033361435,,,,
480,5,0.010020400397479534,,,,
481,5,0.009846322238445282,,,,
482,5,0.007710971869528294,,,,
483,5,0.014877595007419586,,,,
484,5,0.007237739861011505,,,,
485,5,0.009116260334849358,,,,
486,5,0.01239826437085867,,,,
487,5,0.011574726551771164,,,,
488,5,0.014930113218724728,,,,
489,5,0.014737831428647041,,,,
490,5,0.012310130521655083,,,,
491,5,0.010045004077255726,,,,
492,5,0.008110906928777695,,,,
493,5,0.009910622611641884,,,,
494,5,0.003991263452917337,,,,
495,5,0.012598718516528606,,,,
496,5,0.010790439322590828,,,,
497,5,0.008605647832155228,,,,
498,5,0.008294669911265373,,,,
499,5,0.014353042468428612,,,,
500,5,0.01082138903439045,0.9561855670103093,0.9895833333333334,0.8558558558558559,0.9178743961352658
501,5,0.00877030473202467,,,,
502,5,0.04549805074930191,,,,
503,5,0.006983179599046707,,,,
504,5,0.013998839072883129,,,,
505,5,0.009922214783728123,,,,
506,5,0.00997735932469368,,,,
507,5,0.008416051045060158,,,,
508,5,0.007798570208251476,,,,
509,5,0.01734876073896885,,,,
510,5,0.013913148082792759,,,,
511,5,0.00865256693214178,,,,
512,5,0.009630479849874973,,,,
513,5,0.012645404785871506,,,,
514,5,0.012243600562214851,,,,
515,5,0.009622582234442234,,,,
516,5,0.012588403187692165,,,,
517,5,0.010885974392294884,,,,
518,5,0.009529812261462212,,,,
519,5,0.01793677732348442,,,,
520,5,0.026621714234352112,,,,
521,5,0.01032029464840889,,,,
522,5,0.008697375655174255,,,,
523,5,0.013606172055006027,,,,
524,5,0.014736529439687729,,,,
525,5,0.008528124541044235,,,,
526,5,0.007619496434926987,,,,
527,5,0.0072204964235424995,,,,
528,5,0.0067847007885575294,,,,
529,5,0.013498352840542793,,,,
530,5,0.008984997868537903,,,,
531,5,0.010517162270843983,,,,
532,5,0.011251121759414673,,,,
533,5,0.007838730700314045,,,,
534,5,0.015903789550065994,,,,
535,5,0.008200213313102722,,,,
536,5,0.009634394198656082,,,,
537,5,0.006345177069306374,,,,
538,5,0.006985818967223167,,,,
539,5,0.008660546503961086,,,,
540,5,0.012496023438870907,,,,
541,5,0.009662318974733353,,,,
542,5,0.003530361456796527,,,,
543,5,0.012627165764570236,,,,
544,5,0.00785781443119049,,,,
